sofifa_id;long_name;player_positions;overall;potential;age;height_cm;club_name;league_name;league_level;nationality_name;preferred_foot;short_name
246550;Giovanni Haag;CDM, CM, CB;66;77;21;185;AS Nancy Lorraine;French Ligue 2;2;France;Right;G. Haag
246613;Joël Zwarts;ST, LW, RW;66;75;22;190;SSV Jahn Regensburg;German 2. Bundesliga;2;Netherlands;Left;J. Zwarts
246687;Leandro Gaston Paiva Santurion;RM, CM, LM;66;66;27;156;Club Atletico Rentistas;Uruguayan Primera Division;1;Uruguay;Left;L. Paiva
246727;cc cc;LM;66;67;25;183;Urawa Red Diamonds;Japanese J. League Division 1;1;Japan;Right;K. Yuruki
246750;Stefan Haudum;CDM, CM;66;70;26;188;SC Rheindorf Altach;Austrian Football Bundesliga;1;Austria;Right;S. Haudum
246827;Mohammed Kesselly Kamara;ST, RW, LW;66;75;23;184;Atakac Hatayspor;Turkish Super Lig;1;Liberia;Right;M. Kamara
246865;Franco Agustin Quinteros;LB;66;75;22;176;Club Atletico Banfield;Argentina Primera Division;1;Argentina;Left;F. Quinteros
246951;Marvin Loria;RM, LM;66;72;24;178;Portland Timbers;USA Major League Soccer;1;Costa Rica;Left;M. Loria
247009;Vetle Winger Dragsnes;LWB, CB;66;67;27;187;Lillestrøm SK;Norwegian Eliteserien;1;Norway;Right;V. Dragsnes
247040;Orest Lebedenko;LB, LWB;66;77;22;174;CD Lugo;Spanish Segunda Division;2;Ukraine;Left;O. Lebedenko
247091;Andres Felipe Colorado Sanchez;CDM;66;77;22;182;Deportivo Cali;Colombian Liga Postobon;1;Colombia;Right;A. Colorado
247159;Cemali Sertel;LB, CB;66;77;21;186;Çaykur Rizespor;Turkish Super Lig;1;Turkey;Left;C. Sertel
247278;Andrew David Gutman;LB, LWB;66;72;24;183;New York Red Bulls;USA Major League Soccer;1;United States;Left;A. Gutman
247335;Wilson Isidor;ST;66;77;20;186;AS Monaco;French Ligue 1;1;France;Right;W. Isidor
247378;cc ccc;CF;66;66;31;166;Oita Trinita;Japanese J. League Division 1;1;Japan;Right;Y. Machida
247391;Andre Bava Shinyashiki;LM, ST, CAM;66;72;24;175;Colorado Rapids;USA Major League Soccer;1;Brazil;Right;Andre Shinyashiki
247428;David Ochoa;GK;66;76;20;188;Real Salt Lake;USA Major League Soccer;1;Mexico;Right;D. Ochoa
247467;Gaston Luciano avila;CB, LB;66;80;19;182;Rosario Central;Argentina Primera Division;1;Argentina;Left;G. Avila
247468;Rustamzhon Ashurmatov;CB;66;73;24;185;Gangwon FC;Korean K League 1;1;Uzbekistan;Right;R. Ashurmatov
247476;Hassani Dotson Stephenson;CDM, CM, LB;66;72;23;180;Minnesota United FC;USA Major League Soccer;1;United States;Right;H. Dotson
247503;Boris Sekulic;RB, RM;66;66;29;188;Chicago Fire Football Club;USA Major League Soccer;1;Slovakia;Right;B. Sekulic
247534;Caleb Zady Sery;LM, RM, CAM;66;74;21;177;Stade Malherbe Caen;French Ligue 2;2;Côte d'Ivoire;Right;C. Zady Sery
247599;Leo Leroy;CM, CAM, CDM;66;75;21;187;Montpellier Herault SC;French Ligue 1;1;France;Right;L. Leroy
247649;Jarrad Branthwaite;CB;66;84;19;195;Everton;English Premier League;1;England;Right;J. Branthwaite
247667;ccc Tae Hwan Kim;RWB, RM;66;78;21;179;Suwon Samsung Bluewings;Korean K League 1;1;Korea Republic;Right;Kim Tae Hwan
247696;Ahmed Barman Ali Barman Al Hamoudi;CDM;66;68;27;175;Al Ain FC;UAE Arabian Gulf League;1;United Arab Emirates;Left;A. Barman
247882;Ruben Cordano Justiniano;GK;66;74;22;185;Club Bolivar;Liga de Futbol Profesional Boliviano;1;Bolivia;Right;R. Cordano
248002;George Andrei Miron;CB;66;66;27;185;FCSB (Steaua);Romanian Liga I;1;Romania;Right;A. Miron
248005;Andrei Ovidiu Pician;CB;66;69;25;192;Campionii FC Arges;Romanian Liga I;1;Romania;Right;A. Pician
248017;Cctclin Gheorghicc Golofca;RW, RM;66;66;31;168;Sepsi OSK Sf. Gheorghe;Romanian Liga I;1;Romania;Right;C. Golofca
248049;Claudiu Adrian Mihai Petrila;RW, ST;66;80;20;176;CFR Cluj;Romanian Liga I;1;Romania;Right;C. Petrila
248110;Paul Alexandru Iacob;CB, CM;66;70;25;185;AFC Chindia Târgovicte;Romanian Liga I;1;Romania;Left;P. Iacob
248111;Andrei Viorel Artean;CDM, CM;66;67;27;185;FC Farul Constanca;Romanian Liga I;1;Romania;Right;A. Artean
248230;Jonas Benedikt Carls;LB;66;73;24;177;SC Paderborn 07;German 2. Bundesliga;2;Germany;Left;J. Carls
248259;Sebastian Eduardo Cabrera Morgado;LB;66;75;23;174;Club Deportivo Palestino;Chilian Campeonato Nacional;1;Chile;Left;S. Cabrera
248575;Dominik Kother;LW;66;75;21;180;Karlsruher SC;German 2. Bundesliga;2;Germany;Right;D. Kother
248603;Loic Mbe Soh;CB;66;76;20;187;Nottingham Forest;English League Championship;2;France;Right;L. Mbe Soh
248744;ccc cc;CM, CDM;66;71;24;178;Oita Trinita;Japanese J. League Division 1;1;Japan;Left;Y. Hasegawa
248780;Joris Chougrani;CB, LWB, LM;66;66;30;185;Rodez Aveyron Football;French Ligue 2;2;France;Left;J. Chougrani
248805;Sergio Camello Perez;ST;66;81;20;177;CD Mirandes;Spanish Segunda Division;2;Spain;Right;Sergio Camello
248833;Jose Uilton Silva de Jesus;RW, LW;66;66;28;175;FC Paços de Ferreira;Portuguese Liga ZON SAGRES;1;Brazil;Right;Ze Uilton
248869;Hugo Francisco Fernandez Martinez;LM;66;75;23;172;Defensa y Justicia;Argentina Primera Division;1;Paraguay;Left;H. Fernandez
248873;Fernando David Cardozo Paniagua;RM;66;75;20;173;Club Olimpia;Paraguayan Primera Division;1;Paraguay;Right;F. Cardozo
250766;Kastriot Imeri;LW, CAM, CM;66;81;21;173;Servette FC;Swiss Super League;1;Switzerland;Right;K. Imeri
250779;Michael Svoboda;CDM, CB, CM;66;74;22;195;Venezia FC;Italian Serie A;1;Austria;Right;M. Svoboda
250810;Marvin Ekpiteta;CB;66;70;25;193;Blackpool;English League Championship;2;England;Right;M. Ekpiteta
250813;Leo Greiml;CB;66;79;19;186;SK Rapid Wien;Austrian Football Bundesliga;1;Austria;Right;L. Greiml
250847;Sven Sonnenberg;CB;66;73;22;194;Heracles Almelo;Holland Eredivisie;1;Germany;Right;S. Sonnenberg
250909;Jan Hendrik Marx;RB, RM;66;68;26;171;FC Ingolstadt 04;German 2. Bundesliga;2;Germany;Right;J. Marx
250917;Juriën Godfried Juan Gaari;RB;66;67;27;181;RKC Waalwijk;Holland Eredivisie;1;Curacao;Right;J. Gaari
250941;Derrick Arthur Köhn;LB;66;75;22;180;Willem II;Holland Eredivisie;1;Germany;Left;D. Köhn
250953;Jakub Holubek;LB;66;66;30;180;Piast Gliwice;Polish T-Mobile Ekstraklasa;1;Slovakia;Left;J. Holubek
251025;Gaizka Larrazabal Goikoetxea;RM, RB, RWB;66;74;23;180;SD Amorebieta;Spanish Segunda Division;2;Spain;Right;Larrazabal
251036;Mihai Marian Aioani;GK;66;77;21;186;FC Farul Constanca;Romanian Liga I;1;Romania;Right;M. Aioani
251052;Cristian Daniel Neguc;RM;66;68;25;176;AFC Chindia Târgovicte;Romanian Liga I;1;Romania;Right;C. Neguc
251089;Maciej Domacski;CAM, CM;66;66;30;168;PGE FKS Stal Mielec;Polish T-Mobile Ekstraklasa;1;Poland;Right;M. Domacski
251152;Marcos David Miers;CB;66;66;31;185;Club Atletico Aldosivi;Argentina Primera Division;1;Paraguay;Left;M. Miers
251195;Bongani Sam;LB, CB, CDM;66;71;23;171;Orlando Pirates;South African Premier Division;1;South Africa;Left;B. Sam
251212;Anibal Jonathan Gaston Bay;LB, LWB;66;66;28;179;Club Atletico Central Cordoba;Argentina Primera Division;1;Argentina;Left;J. Bay
251240;Faberth Manuel Balda Rodriguez;CAM, LM, RM;66;66;29;173;Guayaquil City FC;Ecuadorian Serie A;1;Ecuador;Right;M. Balda
251335;Woyo Coulibaly;RB, RWB;66;74;22;188;Parma;Italian Serie B;2;France;Right;W. Coulibaly
251364;Tomaš Huk;CB;66;69;26;184;Piast Gliwice;Polish T-Mobile Ekstraklasa;1;Slovakia;Right;T. Huk
251373;Kai Klefisch;CDM, CM;66;71;21;186;Viktoria Köln;German 3. Bundesliga;3;Germany;Right;K. Klefisch
251436;Tiago Filipe Oliveira Dantas;CM, CAM;66;81;20;169;CD Tondela;Portuguese Liga ZON SAGRES;1;Portugal;Right;Tiago Dantas
251464;Ignace Van der Brempt;RB, RM;66;82;19;191;Club Brugge KV;Belgian Jupiler Pro League;1;Belgium;Right;I. Van der Brempt
251595;Nikolas Langberg Dyhr;LB, LWB;66;73;20;177;FC Midtjylland;Danish Superliga;1;Denmark;Left;N. Dyhr
251611;Gabriel Matias Fernandez Leites;ST;66;67;27;186;Futbol Club Juarez;Mexican Liga MX;1;Uruguay;Right;G. Fernandez
251800;Ufuk Akyol;CM, CDM;66;73;23;180;Antalyaspor;Turkish Super Lig;1;Germany;Right;U. Akyol
251829;Ramon Hendriks;CB, LB;66;80;19;189;Feyenoord;Holland Eredivisie;1;Netherlands;Left;R. Hendriks
251868;Alberto Gonzalez Garcia;LM, ST;66;75;23;172;Real Sporting de Gijon;Spanish Segunda Division;2;Spain;Left;Berto
251923;Argenis Jose Gomez Ortega;CAM, RM, CM;66;66;33;169;AC Mineros de Guayana;Venezuelan Primera Division;1;Venezuela;Left;A. Gomez
252015;cc cc;CB;66;71;24;183;Hokkaido Consadole Sapporo;Japanese J. League Division 1;1;Japan;Right;S. Tanaka
252025;Koba Lein Koindredi;CM;66;81;19;184;Valencia CF;Spain Primera Division;1;France;Left;K. Koindredi
252088;Saul Crespo Prieto;CDM, CM;66;73;24;186;SD Ponferradina;Spanish Segunda Division;2;Spain;Right;Saul Crespo
252114;Benjamin Rollheiser;RW, RM;66;76;21;175;River Plate;Argentina Primera Division;1;Argentina;Left;B. Rollheiser
252200;Diogo Fesnard Nogueira Sousa;GK;66;73;22;195;Antalyaspor;Turkish Super Lig;1;Portugal;Right;Diogo Sousa
252324;Rodrigo Riquelme Reche;RM, LM;66;80;21;174;CD Mirandes;Spanish Segunda Division;2;Spain;Right;Riquelme
252368;Marin Anicic;CB;66;66;31;192;cttifak Holding Konyaspor;Turkish Super Lig;1;Bosnia and Herzegovina;Left;M. Anicic
252407;João Paulo Marques Gonçalves;CB;66;76;21;186;CD Tondela;Portuguese Liga ZON SAGRES;1;Portugal;Right;Jota Gonçalves
252436;Ipalibo Jack;CDM, CM;66;73;23;187;Strømsgodset IF;Norwegian Eliteserien;1;Nigeria;Right;I. Jack
252454;oscar Haret Ortega Gatica;CB;66;77;21;190;Deportivo Toluca;Mexican Liga MX;1;Mexico;Right;H. Ortega
252461;Amine Atouchi;CB;66;66;29;186;Abha Club;Saudi Abdul L. Jameel League;1;Morocco;Right;A. Atouchi
252463;Mohamed Taabouni;CAM, LW;66;83;19;170;AZ Alkmaar;Holland Eredivisie;1;Netherlands;Right;M. Taabouni
252483;Alfie Doughty;LWB, LB;66;76;21;183;Stoke City;English League Championship;2;England;Left;A. Doughty
252512;Anthony Rouault;CB;66;78;20;187;Toulouse Football Club;French Ligue 2;2;France;Right;A. Rouault
252802;Wilfried Stephane Singo;RWB, RB, RM;66;81;20;190;Torino F.C.;Italian Serie A;1;Côte d'Ivoire;Right;W. Singo
252999;Vasilios Zagaritis;LB, LM;66;80;20;178;Parma;Italian Serie B;2;Greece;Left;V. Zagaritis
253167;Felix Alexandre Andrade Sanches Correia;RW, LW;66;82;20;178;Parma;Italian Serie B;2;Portugal;Right;Felix Correia
253225;Abdoul Fessal Tapsoba;RW, ST;66;80;19;177;Standard de Liege;Belgian Jupiler Pro League;1;Burkina Faso;Right;A. Tapsoba
253237;Carlos Ayrton Cougo Rivero;LB, LWB, LM;66;70;25;180;Club Libertad;Paraguayan Primera Division;1;Uruguay;Left;A. Cougo
253250;Rodney Ivan Redes Caceres;RW, LW;66;76;21;175;Austin FC;USA Major League Soccer;1;Paraguay;Right;R. Redes
253254;Hugo Fabian Franco Schlender;RB;66;75;22;177;Club Cerro Porteño;Paraguayan Primera Division;1;Paraguay;Right;F. Franco
253256;Nicolas Brian Acevedo Tabarez;CDM;66;79;22;173;New York City FC;USA Major League Soccer;1;Uruguay;Right;N. Acevedo
253295;Joaquin Gabriel Trasante Hernandez;CM, CDM;66;74;22;175;Club Nacional de Football;Uruguayan Primera Division;1;Uruguay;Right;J. Trasante
253364;Jeison Daniel Chala Vasquez;RW, RM;66;67;26;182;Godoy Cruz;Argentina Primera Division;1;Ecuador;Right;J. Chala
253399;Oliver Valaker Edvardsen;RW, ST, LW;66;73;22;175;Stabæk Fotball;Norwegian Eliteserien;1;Norway;Left;O. Edvardsen
253490;Darlin Zidane Yongwa Ngameni;LB;66;76;20;174;Chamois Niortais Football Club;French Ligue 2;2;Cameroon;Left;D. Yongwa
253547;Edzon Rigoberto Perez Torres;RM, RW;66;66;28;174;Club Deportivo Jorge Wilstermann;Liga de Futbol Profesional Boliviano;1;Bolivia;Left;E. Perez
253565;Daniel Ricardo Febles Arguelles;ST, RM;66;66;30;180;Aragua Futbol Club;Venezuelan Primera Division;1;Venezuela;Left;D. Febles
253617;Moises Villarroel Angulo;CM, CDM;66;75;22;177;Club Deportivo Jorge Wilstermann;Liga de Futbol Profesional Boliviano;1;Bolivia;Left;M. Villarroel
253629;Renato Alfredo Solis Salinas;GK;66;73;23;188;Club Sporting Cristal;Peruvian Primera Division;1;Peru;Right;R. Solis
253630;Emile Patricio Franco Vernooy;GK;66;74;20;183;Club Sporting Cristal;Peruvian Primera Division;1;Peru;Left;E. Franco
253644;Jeickson Gustavo Reyes Aparcana;LB, LM;66;66;33;178;Sport Huancayo;Peruvian Primera Division;1;Peru;Left;J. Reyes
253786;Brayan Esleyter Velarde Hernandez;CB;66;70;22;180;Club Universitario de Deportes;Peruvian Primera Division;1;Peru;Right;B. Velarde
253796;Andres Enrique Ferro Peña;CB;66;77;20;181;Metropolitanos de Caracas FC;Venezuelan Primera Division;1;Venezuela;Right;A. Ferro
253807;Gonzalo Gabriel Castillo Cabral;CB;66;66;30;179;Club The Strongest;Liga de Futbol Profesional Boliviano;1;Uruguay;Right;G. Castillo
253825;Jesus Miguel Barco Bozzeta;CM, CDM;66;72;23;175;Carlos A. Mannucci;Peruvian Primera Division;1;Peru;Right;J. Barco
253879;Leminger Alcides Bolivar Echarry;RB, LB;66;66;31;167;Metropolitanos de Caracas FC;Venezuelan Primera Division;1;Venezuela;Right;L. Bolivar
253895;Robert Enrique Hernandez Aguado;RM;66;66;27;165;Club Always Ready;Liga de Futbol Profesional Boliviano;1;Venezuela;Right;R. Hernandez
253903;Juan Ernesto Mancin Salami;RW, LW, LM;66;76;21;165;Metropolitanos de Caracas FC;Venezuelan Primera Division;1;Venezuela;Right;J. Mancin
253915;Anthony Roberth Osorio Del Rosario;ST;66;71;23;183;Club Universitario de Deportes;Peruvian Primera Division;1;Peru;Right;A. Osorio
254055;Luis Miguel Ayala Brucil;LB, LM;66;67;27;170;LDU Quito;Ecuadorian Serie A;1;Ecuador;Left;L. Ayala
254184;Carlos Stefano Diez Lino;CDM;66;71;25;176;Universidad Tecnica de Cajamarca;Peruvian Primera Division;1;Peru;Right;C. Diez
254201;Carlos Andres Cuero Quiñonez;LB;66;71;25;183;Sociedad Deportiva Aucas;Ecuadorian Serie A;1;Ecuador;Left;C. Cuero
254206;Alexander Antonio Alvarado Carriel;LM, LW;66;75;22;165;Orlando City Soccer Club;USA Major League Soccer;1;Ecuador;Right;A. Alvarado
254220;Luis Enrique Iberico Robalino;ST, LW;66;72;23;180;FBC Melgar;Peruvian Primera Division;1;Peru;Right;L. Iberico
254257;Serkan Asan;RB, RM;66;72;22;170;Trabzonspor;Turkish Super Lig;1;Turkey;Right;S. Asan
254525;Pape Habib Gueye;ST;66;74;21;188;KV Kortrijk;Belgian Jupiler Pro League;1;Senegal;Right;P. Gueye
254603;Agustin Ale Perego;CB;66;71;26;192;Club Olimpia;Paraguayan Primera Division;1;Uruguay;Left;A. Ale
254789;Sven Mijnans;RM;66;78;21;179;Sparta Rotterdam;Holland Eredivisie;1;Netherlands;Left;S. Mijnans
254835;Martin Ernesto Rabuñal Rey;CDM;66;69;27;184;Rosario Central;Argentina Primera Division;1;Uruguay;Right;M. Rabuñal
254860;German Valera Karabinaite;RM, LM, CAM;66;83;19;170;Real Sociedad B;Spanish Segunda Division;2;Spain;Left;Valera
255037;cc cc;CM, CDM;66;71;23;171;FC Tokyo;Japanese J. League Division 1;1;Japan;Right;S. Abe
255265;Jonathan Ezequiel Perlaza Leiva;LM, LB;66;71;23;168;Barcelona Sporting Club;Ecuadorian Serie A;1;Ecuador;Left;J. Perlaza
255285;Alin Ioan ceroni;CB;66;66;34;195;FC Botocani;Romanian Liga I;1;Romania;Left;A. ceroni
255307;Braian Miguel Angel Martinez;RM, LM;66;73;21;170;Club Atletico Independiente;Argentina Primera Division;1;Argentina;Right;B. Martinez
255351;Rodrigo Roman Villagra;CDM;66;80;20;178;Club Atletico Talleres;Argentina Primera Division;1;Argentina;Right;R. Villagra
255365;Esteban Cristobal Valencia Reyes;CM, LM, RM;66;77;21;176;Union La Calera;Chilian Campeonato Nacional;1;Chile;Right;E. Valencia
255386;Lautaro Tomas Escalante;CM;66;74;21;170;Defensa y Justicia;Argentina Primera Division;1;Argentina;Right;T. Escalante
255398;Julen Lobete Cienfuegos;ST, LM;66;80;20;178;Real Sociedad B;Spanish Segunda Division;2;Spain;Right;Lobete
255505;Dimitar Velkovski;LB, LWB;66;68;26;185;KSV Cercle Brugge;Belgian Jupiler Pro League;1;Bulgaria;Left;D. Velkovski
255536;Niklas Geyrhofer;CB;66;75;21;188;SK Sturm Graz;Austrian Football Bundesliga;1;Austria;Right;N. Geyrhofer
255561;Josh Thomas Doig;LB, LWB;66;79;19;189;Hibernian;Scottish Premiership;1;Scotland;Left;J. Doig
255586;cc cc;LM, CF;66;70;23;170;Yokohama FC;Japanese J. League Division 1;1;Japan;Right;Y. Matsuo
255700;Alex Emilio Timossi Andersson;RM;66;78;20;170;SK Austria Klagenfurt;Austrian Football Bundesliga;1;Sweden;Right;A. Timossi Andersson
255773;Nicolas Sosa Sanchez;ST, CF;66;70;25;177;Gallos Blancos de Queretaro;Mexican Liga MX;1;Uruguay;Right;N. Sosa
255779;Kacper Chodyna;RB;66;76;22;176;Zagccbie Lubin;Polish T-Mobile Ekstraklasa;1;Poland;Right;K. Chodyna
255876;Alfonso Trezza Hernandez;RM, RW, LW;66;74;22;166;Club Nacional de Football;Uruguayan Primera Division;1;Uruguay;Right;A. Trezza
255908;Jairo Quinteros Sierra;CB;66;77;20;184;Club Bolivar;Liga de Futbol Profesional Boliviano;1;Bolivia;Left;J. Quinteros
255942;Mark Tamas;CB;66;67;27;192;clcsk Wroccaw;Polish T-Mobile Ekstraklasa;1;Hungary;Left;M. Tamas
255965;Miguel Angel Martinez Irala;GK;66;74;22;184;Club Cerro Porteño;Paraguayan Primera Division;1;Paraguay;Right;M. Martinez
255994;Victor Eduardo Mendoza Izurieta;GK;66;70;26;184;Barcelona Sporting Club;Ecuadorian Serie A;1;Ecuador;Left;V. Mendoza
256001;Nixon Andres Molina Torres;CDM;66;67;28;177;Barcelona Sporting Club;Ecuadorian Serie A;1;Ecuador;Right;N. Molina
256107;Alistair Johnston;RB, RM;66;72;22;180;Nashville SC;USA Major League Soccer;1;Canada;Right;A. Johnston
256281;Kilian Fischer;RB, CM, CDM;66;73;20;182;1. FC Nurnberg;German 2. Bundesliga;2;Germany;Right;K. Fischer
256421;Alan Forrest;LM;66;69;24;176;Livingston FC;Scottish Premiership;1;Scotland;Right;A. Forrest
256476;Mohamed-Ali Cho;ST;66;82;17;182;Angers SCO;French Ligue 1;1;France;Left;M. Cho
256539;Constantin Reiner;CB;66;73;23;197;SV Ried;Austrian Football Bundesliga;1;Austria;Right;C. Reiner
256616;Thomas Sebastian Ortega;LB;66;76;20;185;Club Atletico Independiente;Argentina Primera Division;1;Argentina;Left;T. Ortega
256730;Demba Thiam;RB, RWB;66;66;31;179;USL Dunkerque;French Ligue 2;2;France;Left;D. Thiam
256788;Ismaël Boura;LWB, LB;66;77;20;173;Racing Club de Lens;French Ligue 1;1;France;Left;I. Boura
256942;Eric Martel;CDM;66;84;19;187;FK Austria Wien;Austrian Football Bundesliga;1;Germany;Right;E. Martel
257162;Fabiano Josue de Souza Silva;RB, RM;66;79;21;170;SC Braga;Portuguese Liga ZON SAGRES;1;Brazil;Right;Fabiano Souza
257172;Kaan Caliskaner;ST;66;73;21;190;SSV Jahn Regensburg;German 2. Bundesliga;2;Germany;Right;K. Caliskaner
257318;Kays Ruiz-Atil;CAM, CM;66;81;18;173;FC Barcelona;Spain Primera Division;1;Morocco;Right;K. Ruiz-Atil
257345;Amar Dedic;RB, LB;66;83;18;180;RZ Pellets Wolfsberger AC;Austrian Football Bundesliga;1;Bosnia and Herzegovina;Right;A. Dedic
257361;Iago Lopez Carracedo;RB, LB;66;76;22;177;CD Mirandes;Spanish Segunda Division;2;Spain;Right;Iago Lopez
257406;Fode Doucoure;RB;66;77;20;172;Stade de Reims;French Ligue 1;1;Mali;Right;F. Doucoure
257471;Luis Carlos Machado Mata;LB;66;71;23;181;Pogoc Szczecin;Polish T-Mobile Ekstraklasa;1;Portugal;Left;Luis Mata
257896;Nathan Patterson;RB;66;80;19;178;Rangers FC;Scottish Premiership;1;Scotland;Right;N. Patterson
257899;c cc;RW, CAM;66;76;22;176;Gil Vicente FC;Portuguese Liga ZON SAGRES;1;Japan;Left;K. Fujimoto
257924;Bojan Letic;LB;66;66;28;184;CD Mirandes;Spanish Segunda Division;2;Bosnia and Herzegovina;Left;B. Letic
257957;Marco Rente;CB;66;72;24;184;Heracles Almelo;Holland Eredivisie;1;Germany;Right;M. Rente
258116;Federico Andueza Velazco;CB, LB;66;73;24;189;Club Atletico Central Cordoba;Argentina Primera Division;1;Uruguay;Left;F. Andueza
258147;Mario Mitaj;LB, CB;66;82;17;185;AEK Athens;Greek Super League;1;Albania;Left;M. Mitaj
258168;Jayden Oosterwolde;LB, CB;66;80;20;186;FC Twente;Holland Eredivisie;1;Netherlands;Left;J. Oosterwolde
258180;Sebastian Tomas Meza;GK;66;76;21;185;Club Atletico Huracan;Argentina Primera Division;1;Argentina;Right;S. Meza
258306;Jean Patric Lima dos Reis;LW, RW;66;71;24;175;Santa Clara;Portuguese Liga ZON SAGRES;1;Brazil;Right;Jean Patric
258325;Nicolas Eduardo Castro;LW, LM, CM;66;66;30;181;Arsenal de Sarandi;Argentina Primera Division;1;Argentina;Left;N. Castro
258359;Martin Manuel Calderon Gomez;CM;66;74;22;183;Cadiz CF;Spain Primera Division;1;Spain;Right;Martin Calderon
258361;Scott Fitzgerald Kennedy;CB;66;72;24;193;SSV Jahn Regensburg;German 2. Bundesliga;2;Canada;Left;S. Kennedy
258455;Alejandro Martin Cabrera;CDM, CM;66;67;28;185;Club Atletico Banfield;Argentina Primera Division;1;Argentina;Right;A. Cabrera
258465;Žan Rogelj;RM, RB;66;78;21;170;WSG Tirol;Austrian Football Bundesliga;1;Slovenia;Right;Ž. Rogelj
258493;Alberto Miguel Quintana Moreno;CDM, CB;66;79;19;186;Malaga CF;Spanish Segunda Division;2;Spain;Right;Quintana
258494;David Larrubia Romano;CAM;66;80;19;172;Malaga CF;Spanish Segunda Division;2;Spain;Left;Larrubia
258560;Slobodan Tedic;ST;66;78;21;191;PEC Zwolle;Holland Eredivisie;1;Serbia;Right;S. Tedic
258626;Danel Sinani;CAM, RM, LM;66;70;24;185;Huddersfield Town;English League Championship;2;Luxembourg;Left;D. Sinani
258725;Atakan Rcdvan Çankaya;CDM, CB, RB;66;75;23;180;Göztepe SK;Turkish Super Lig;1;Turkey;Right;A. Çankaya
258746;Malcom Nahuel Braida;LM, LW, RW;66;72;24;175;Club Atletico Aldosivi;Argentina Primera Division;1;Argentina;Right;M. Braida
258769;Victor Andres Meseguer Cavas;CM, CDM;66;75;22;184;CD Mirandes;Spanish Segunda Division;2;Spain;Right;Meseguer
258885;Luiz Lucio Reis Junior;GK;66;78;20;194;Futebol Clube de Famalicão;Portuguese Liga ZON SAGRES;1;Brazil;Right;Luiz Junior
259012;Terrence Mudauzi Dzvukamanja;ST, LW, RW;66;67;27;178;Orlando Pirates;South African Premier Division;1;Zimbabwe;Right;T. Dzvukamanja
259075;Yan Bueno Couto;RB, RM, RWB;66;81;19;169;SC Braga;Portuguese Liga ZON SAGRES;1;Brazil;Right;Yan Couto
259094;Ali Alipour;ST;66;71;25;181;Clube Sport Maritimo;Portuguese Liga ZON SAGRES;1;Iran;Right;A. Alipour
259184;Rodrigo Gary Vilca Betetta;CAM, RW, LW;66;76;22;175;Doncaster Rovers;English League One;3;Peru;Right;R. Vilca
259245;Ousmane Doumbia;CDM;66;66;29;175;FC Zurich;Swiss Super League;1;Côte d'Ivoire;Right;O. Doumbia
259249;Caden Clark;CAM, CM;66;86;18;180;New York Red Bulls;USA Major League Soccer;1;United States;Right;C. Clark
259252;Eric Kleybel Ramirez Matheus;ST;66;74;22;190;Dynamo Kyiv;Ukrainian Premier League;1;Venezuela;Right;E. Ramirez
259307;Malo Gusto;RB;66;80;18;179;Olympique Lyonnais;French Ligue 1;1;France;Right;M. Gusto
259331;Manolo Portanova;CM, CAM;66;79;21;183;Genoa;Italian Serie A;1;Italy;Right;M. Portanova
259521;Ramon Terrats Espacio;CDM, CM;66;80;20;180;Girona FC;Spanish Segunda Division;2;Spain;Left;Terrats
259576;Braian Nahuel Aguirre;RB, LB;66;78;20;178;Club Atletico Lanus;Argentina Primera Division;1;Argentina;Right;B. Aguirre
259707;Rosalino Ramon Toledo Acosta;CM;66;66;31;175;Guaireña FC;Paraguayan Primera Division;1;Paraguay;Right;R. Toledo
259773;Kevin Manuel Moreno Alzamora;LB;66;72;24;178;Carlos A. Mannucci;Peruvian Primera Division;1;Peru;Left;K. Moreno
259778;Relly Henry Fernandez Manzanares;LW;66;71;23;177;Carlos A. Mannucci;Peruvian Primera Division;1;Peru;Right;R. Fernandez
259779;Osnar Noronha Montani;ST;66;66;29;181;Carlos A. Mannucci;Peruvian Primera Division;1;Peru;Left;O. Noronha
259782;Jean Pierre Fuentes Siguas;CDM;66;66;29;186;Carlos A. Mannucci;Peruvian Primera Division;1;Peru;Right;J. Fuentes
259790;Imanol Machuca;RM, LM;66;75;21;173;Union de Santa Fe;Argentina Primera Division;1;Argentina;Right;I. Machuca
259847;Francisco Andres La Mantia Pipaon;CB, CDM;66;70;25;182;Deportivo La Guaira FC;Venezuelan Primera Division;1;Venezuela;Right;F. La Mantia
259921;Victor Edvardsen;ST, LW;66;70;25;185;Degerfors IF;Swedish Allsvenskan;1;Sweden;Right;V. Edvardsen
260021;Mauro Ruben Cardozo Patiño;GK;66;66;38;178;12 de Octubre FC;Paraguayan Primera Division;1;Paraguay;Right;M. Cardozo
260024;Victor Hugo Ayala Ojeda;LB, LM;66;66;32;179;12 de Octubre FC;Paraguayan Primera Division;1;Paraguay;Left;V. Ayala
260044;Lautaro de Leon Billar;ST;66;80;20;185;RC Celta de Vigo;Spain Primera Division;1;Uruguay;Right;Lautaro
260080;Daniel Alejandro Perez Cordova;ST;66;78;19;189;Club Brugge KV;Belgian Jupiler Pro League;1;Venezuela;Right;D. Perez
260082;Jesus Vazquez Alcalde;LB, LWB;66;79;18;182;Valencia CF;Spain Primera Division;1;Spain;Left;Jesus Vazquez
